review_text,rating,sentiment,reviewer_name,date,hotel_name,original_text,original_length,original_word_count,cleaned_text,cleaned_length,cleaned_word_count,length_reduction,word_reduction,review_length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,uppercase_count,uppercase_ratio,cluster,cluster_name
Modern room but the bathroom was not clean. Disappointing.,4,positive,Eric S.,2022-08-04,Mountain View Inn,Modern room but the bathroom was not clean. Disappointing.,58,9,modern room bathroom clean disappoint,37,5,21,4,58,9,5.8,3,0,0,2,0.03389830508474576,1,Cleanliness & Room Quality
Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,5,positive,Daniel F.,2021-09-18,Park View Hotel,Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,87,12,outstand experi staff went beyond great breakfast amen,54,8,33,4,87,12,6.6923076923076925,4,1,0,3,0.03409090909090909,3,Service & Staff Quality
Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,4,positive,John D.,2022-02-17,City Center Suites,Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,87,12,outstand experi staff went beyond great breakfast amen,54,8,33,4,87,12,6.6923076923076925,4,1,0,3,0.03409090909090909,3,Service & Staff Quality
"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",5,positive,Daniel F.,2020-10-21,Royal Palace Hotel,"The room was spotless, the bed was comfortable, and the staff was incredibly helpful.",85,14,room spotless bed comfort staff incred help,43,7,42,7,85,14,5.666666666666667,2,0,0,1,0.011627906976744186,4,Room & Comfort
The hotel was fine for the price. Some areas need updating.,3,neutral,Rachel G.,2022-03-17,Harbor View Hotel,The hotel was fine for the price. Some areas need updating.,59,11,hotel fine price area need updat,32,6,27,5,59,11,4.916666666666667,3,0,0,2,0.03333333333333333,3,Service & Staff Quality
The room was nice but the noise from the street was unbearable.,3,neutral,Amanda C.,2023-12-18,Park View Hotel,The room was nice but the noise from the street was unbearable.,63,12,room nice nois street unbear,28,5,35,7,63,12,4.846153846153846,2,0,0,1,0.015625,3,Service & Staff Quality
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast. Not bad.",5,positive,Robert H.,2023-01-22,Golden Star Hotel,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast. Not bad.",81,11,amaz experi clean room help staff delici breakfast bad,54,9,27,2,81,11,6.75,4,1,0,3,0.036585365853658534,4,Room & Comfort
The hotel served its purpose. Basic but clean rooms. Not bad.,3,neutral,Michael B.,2023-04-12,The Metropolitan,The hotel served its purpose. Basic but clean rooms. Not bad.,61,11,hotel serv purpos basic clean room bad,38,7,23,4,61,11,5.083333333333333,4,0,0,3,0.04838709677419355,1,Cleanliness & Room Quality
Beautiful hotel in a great location. The rooftop bar had amazing views.,5,positive,James W.,2020-04-04,Ocean Breeze Resort,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
The hotel was fine for the price. Some areas need updating.,3,neutral,Sarah M.,2024-06-17,Park View Hotel,The hotel was fine for the price. Some areas need updating.,59,11,hotel fine price area need updat,32,6,27,5,59,11,4.916666666666667,3,0,0,2,0.03333333333333333,3,Service & Staff Quality
An okay experience. The room was as expected for the price range.,3,neutral,Rachel G.,2020-10-16,Crystal Palace Hotel,An okay experience. The room was as expected for the price range.,65,12,okay experi room expect price rang,34,6,31,6,65,12,5.0,3,0,0,2,0.030303030303030304,3,Service & Staff Quality
Standard accommodation. The wifi was slow but the bed was comfortable.,3,neutral,Lisa P.,2021-06-09,Budget Inn Express,Standard accommodation. The wifi was slow but the bed was comfortable.,70,11,standard accommod wifi slow bed comfort,39,6,31,5,70,11,5.833333333333333,3,0,0,2,0.028169014084507043,4,Room & Comfort
The hotel was okay. Nothing special but also nothing terrible.,3,neutral,Eric S.,2023-06-22,Park View Hotel,The hotel was okay. Nothing special but also nothing terrible.,62,10,hotel okay noth special also noth terribl,41,7,21,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
" Considering everything, perfect location, beautiful views, and exceptional service. highly recommended!",5,positive,Michael B.,2022-01-07,Downtown Lodge," Considering everything, perfect location, beautiful views, and exceptional service. highly recommended!",104,11,consid everyth perfect locat beauti view except servic high recommend,69,10,35,1,104,11,8.666666666666666,3,1,0,1,0.009523809523809525,2,"Topic: beauti, perfect, servic"
The hotel was fine for the price. Some areas need updating.,3,neutral,Nicole S.,2020-02-13,Golden Star Hotel,The hotel was fine for the price. Some areas need updating.,59,11,hotel fine price area need updat,32,6,27,5,59,11,4.916666666666667,3,0,0,2,0.03333333333333333,3,Service & Staff Quality
"Perfect location, beautiful views, and exceptional service. Highly recommended!",5,positive,Emily R.,2023-07-02,Luxury Stay Hotel,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
An okay experience. The room was as expected for the price range. A bit pricey.,3,neutral,Chris T.,2021-09-17,Park View Hotel,An okay experience. The room was as expected for the price range. A bit pricey.,79,15,okay experi room expect price rang bit pricey,45,8,34,7,79,15,4.9375,4,0,0,3,0.0375,3,Service & Staff Quality
The room was nice but the noise from the street was unbearable.,3,neutral,Brian M.,2022-08-20,Harbor View Hotel,The room was nice but the noise from the street was unbearable.,63,12,room nice nois street unbear,28,5,35,7,63,12,4.846153846153846,2,0,0,1,0.015625,3,Service & Staff Quality
The location was perfect but the AC was broken and noisy.,3,neutral,Emily R.,2024-02-21,Harbor View Hotel,The location was perfect but the AC was broken and noisy.,57,11,locat perfect ac broken noisi,29,5,28,6,57,11,4.75,2,0,0,3,0.05172413793103448,3,Service & Staff Quality
Reasonable stay for the price. The breakfast was average.,3,neutral,Laura B.,2023-08-02,City Center Suites,Reasonable stay for the price. The breakfast was average.,57,9,reason stay price breakfast averag,34,5,23,4,57,9,5.7,3,0,0,2,0.034482758620689655,3,Service & Staff Quality
The staff was helpful but the hotel was far from the city center.,3,neutral,Eric S.,2024-11-21,Ocean Breeze Resort,The staff was helpful but the hotel was far from the city center.,65,13,staff help hotel far citi center,32,6,33,7,65,13,4.642857142857143,2,0,0,1,0.015151515151515152,3,Service & Staff Quality
The hotel served its purpose. Basic but clean rooms.,3,neutral,Eric S.,2023-10-10,Golden Star Hotel,The hotel served its purpose. Basic but clean rooms.,52,9,hotel serv purpos basic clean room,34,6,18,3,52,9,5.2,3,0,0,2,0.03773584905660377,1,Cleanliness & Room Quality
Very clean and well-maintained hotel. The location was ideal for our trip.,4,positive,Ashley D.,2023-02-11,Sunset Beach Hotel,Very clean and well-maintained hotel. The location was ideal for our trip.,74,12,clean well maintain hotel locat ideal trip,42,7,32,5,74,12,5.6923076923076925,3,0,0,2,0.02666666666666667,1,Cleanliness & Room Quality
Very clean and well-maintained hotel. The location was ideal for our trip.,5,positive,Laura B.,2024-05-04,City Center Suites,Very clean and well-maintained hotel. The location was ideal for our trip.,74,12,clean well maintain hotel locat ideal trip,42,7,32,5,74,12,5.6923076923076925,3,0,0,2,0.02666666666666667,1,Cleanliness & Room Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,4,positive,Emily R.,2023-01-24,Park View Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
Decent hotel in a convenient location. The room was okay but could be cleaner.,3,neutral,Daniel F.,2020-10-23,The Metropolitan,Decent hotel in a convenient location. The room was okay but could be cleaner.,78,14,decent hotel conveni locat room okay could cleaner,50,8,28,6,78,14,5.2,3,0,0,2,0.02531645569620253,3,Service & Staff Quality
" All things considered, the hotel was dirty and outdated. the photos looked nothing like reality.",1,negative,Robert H.,2022-10-14,City Center Suites," All things considered, the hotel was dirty and outdated. the photos looked nothing like reality.",97,15,thing consid hotel dirti outdat photo look noth like realiti,60,10,37,5,97,15,6.0625,3,0,0,1,0.01020408163265306,3,Service & Staff Quality
Beautiful hotel in a great location. The rooftop bar had amazing views.,5,positive,Megan R.,2022-01-04,Harbor View Hotel,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
" Honestly, very clean and well-maintained hotel. the location was ideal for our trip.",5,positive,Laura B.,2024-04-28,Royal Gardens Hotel," Honestly, very clean and well-maintained hotel. the location was ideal for our trip.",85,13,honest clean well maintain hotel locat ideal trip,49,8,36,5,85,13,6.071428571428571,3,0,0,1,0.011627906976744186,1,Cleanliness & Room Quality
The staff was helpful but the hotel was far from the city center.,3,neutral,Emily R.,2023-03-02,Sunset Beach Hotel,The staff was helpful but the hotel was far from the city center.,65,13,staff help hotel far citi center,32,6,33,7,65,13,4.642857142857143,2,0,0,1,0.015151515151515152,3,Service & Staff Quality
" To be honest, very clean and well-maintained hotel. the location was ideal for our trip.",5,positive,Laura B.,2023-11-17,Park View Hotel," To be honest, very clean and well-maintained hotel. the location was ideal for our trip.",89,15,honest clean well maintain hotel locat ideal trip,49,8,40,7,89,15,5.5625,3,0,0,1,0.011111111111111112,1,Cleanliness & Room Quality
" All things considered, the service was excellent but the hotel lacked basic amenities.",4,positive,James W.,2024-03-18,Golden Star Hotel," All things considered, the service was excellent but the hotel lacked basic amenities.",87,13,thing consid servic excel hotel lack basic amen,47,8,40,5,87,13,6.214285714285714,2,0,0,1,0.011363636363636364,3,Service & Staff Quality
 I must say an okay experience. the room was as expected for the price range.,3,neutral,Sarah M.,2024-06-15,Royal Palace Hotel, I must say an okay experience. the room was as expected for the price range.,77,15,must say okay experi room expect price rang,43,8,34,7,77,15,4.8125,3,0,0,1,0.01282051282051282,3,Service & Staff Quality
Very disappointed. The room was not as described and the bathroom was filthy.,2,negative,James W.,2022-10-15,Budget Inn Express,Very disappointed. The room was not as described and the bathroom was filthy.,77,13,disappoint room describ bathroom filthi,39,5,38,8,77,13,5.5,3,0,0,2,0.02564102564102564,3,Service & Staff Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",4,positive,Michael B.,2022-04-20,Royal Palace Hotel,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
" Overall, the hotel was dirty and outdated. the photos looked nothing like reality.",2,negative,Ashley D.,2024-08-09,City Center Suites," Overall, the hotel was dirty and outdated. the photos looked nothing like reality.",83,13,overal hotel dirti outdat photo look noth like realiti,54,9,29,4,83,13,5.928571428571429,3,0,0,1,0.011904761904761904,3,Service & Staff Quality
The hotel was clean but the decor was outdated and dull.,4,positive,Lisa P.,2022-04-20,Grand Plaza Hotel,The hotel was clean but the decor was outdated and dull.,56,11,hotel clean decor outdat dull,29,5,27,6,56,11,4.666666666666667,2,0,0,1,0.017543859649122806,1,Cleanliness & Room Quality
" To be honest, beautiful hotel in a great location. the rooftop bar had amazing views.",5,positive,Chris T.,2024-07-13,Seaside Resort," To be honest, beautiful hotel in a great location. the rooftop bar had amazing views.",86,15,honest beauti hotel great locat rooftop bar amaz view,53,9,33,6,86,15,5.375,3,0,0,1,0.011494252873563218,3,Service & Staff Quality
 I must say wonderful hotel with great facilities. the pool and gym were excellent.,4,positive,Michael B.,2023-08-16,Park View Hotel, I must say wonderful hotel with great facilities. the pool and gym were excellent.,83,14,must say wonder hotel great facil pool gym excel,48,9,35,5,83,14,5.533333333333333,3,0,0,1,0.011904761904761904,3,Service & Staff Quality
" Honestly, the room was spotless, the bed was comfortable, and the staff was incredibly helpful.",4,positive,Rachel G.,2022-07-12,Luxury Stay Hotel," Honestly, the room was spotless, the bed was comfortable, and the staff was incredibly helpful.",96,15,honest room spotless bed comfort staff incred help,50,8,46,7,96,15,6.0,2,0,0,1,0.010309278350515464,4,Room & Comfort
Beautiful hotel in a great location. The rooftop bar had amazing views.,4,positive,Amanda C.,2022-11-03,Golden Star Hotel,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
" Honestly, very clean and well-maintained hotel. the location was ideal for our trip.",5,positive,Megan R.,2021-06-15,City Center Suites," Honestly, very clean and well-maintained hotel. the location was ideal for our trip.",85,13,honest clean well maintain hotel locat ideal trip,49,8,36,5,85,13,6.071428571428571,3,0,0,1,0.011627906976744186,1,Cleanliness & Room Quality
